ID,x,y
977,39.91679654,-248.7246458
978,81.30690864,-475.4207298
980,81.26368776,-468.0574638
981,89.94309667,-575.7862149
982,64.83644855,-479.2926343
983,76.31443255,-532.0868636
984,89.50879573,-528.5012903
985,71.18278755,-379.0624536
986,84.91035941,-451.5864351
987,85.57825298,-583.9567983
988,103.0029055,-613.5550054
989,110.8075052,-756.1162649
990,50.07730817,-309.9486884
991,79.03791073,-530.9216743
992,71.50185985,-435.4854603
993,83.3014541,-475.6689838
994,59.75195132,-396.7785511
995,89.67277312,-542.7047868
996,39.52821577,-234.7533157
997,73.39069851,-488.3883569
998,93.0441696,-513.2715635
999,75.63229717,-486.2487651
1000,81.69702099,-501.0596451
1001,67.07249385,-427.0000595
1002,80.34758072,-573.6793389
1003,68.65140272,-382.8899291
1004,74.65304197,-515.0327965
1005,46.60950678,-286.3472779
1006,59.30620716,-387.9226286
1007,79.14246505,-584.0433221
1008,65.82174817,-430.8370498
1009,85.238123,-480.3866773
1010,90.46330952,-509.3526355
1011,66.50672137,-499.7713511
1012,79.85630372,-530.4839056
1013,83.06128507,-496.1789625
1014,69.63320009,-392.1724624
1015,61.41131582,-463.1346775
1016,84.09384741,-487.2713384
1018,82.09478231,-476.6902761
1019,90.74247718,-530.2793958
1020,98.10353273,-657.7391691
1021,103.8385064,-732.2841199
1022,68.24416275,-441.9203523
1023,65.26333457,-279.0280075
1024,67.43328948,-472.5529315
1025,98.32257364,-621.8372295
1026,79.99069017,-519.2243471
1027,81.22101181,-501.9457442
1028,63.14129076,-320.3761024
1029,70.70793084,-483.7727916
1030,79.15382164,-579.8864204
